created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2019-11-08 03:24:47 -02,2326,28.64000,71.07129,100857.51563,,,,
2019-11-08 03:25:08 -02,2327,28.64000,71.04980,100857.48437,,,,
2019-11-08 03:25:29 -02,2328,28.64000,71.04883,100854.54687,,,,
2019-11-08 03:25:50 -02,2329,28.64000,71.03906,100853.24219,,,,
2019-11-08 03:26:10 -02,2330,28.64000,71.01465,100852.68750,,,,
2019-11-08 03:26:31 -02,2331,28.64000,71.02734,100853.40625,,,,
2019-11-08 03:26:52 -02,2332,28.64000,71.00293,100853.87500,,,,
2019-11-08 03:27:13 -02,2333,28.64000,71.02539,100855.31250,,,,
2019-11-08 03:27:33 -02,2334,28.64000,71.01465,100854.12500,,,,
2019-11-08 03:27:54 -02,2335,28.63000,71.00293,100851.15625,,,,
2019-11-08 03:28:15 -02,2336,28.64000,70.99121,100855.05469,,,,
2019-11-08 03:28:35 -02,2337,28.63000,71.00293,100853.53125,,,,
2019-11-08 03:28:56 -02,2338,28.63000,70.99121,100852.17969,,,,
2019-11-08 03:29:16 -02,2339,28.64000,70.99121,100850.56250,,,,
2019-11-08 03:29:37 -02,2340,28.64000,71.00293,100850.73437,,,,
2019-11-08 03:29:58 -02,2341,28.63000,70.99121,100852.85937,,,,
2019-11-08 03:30:18 -02,2342,28.64000,71.00293,100851.40625,,,,
2019-11-08 03:30:39 -02,2343,28.63000,70.97852,100849.89063,,,,
2019-11-08 03:31:00 -02,2344,28.63000,70.97852,100849.37500,,,,
2019-11-08 03:31:21 -02,2345,28.63000,70.97949,100851.84375,,,,
2019-11-08 03:31:41 -02,2346,28.63000,70.99121,100852.68750,,,,
2019-11-08 03:32:02 -02,2347,28.63000,70.99023,100852.76562,,,,
2019-11-08 03:32:23 -02,2348,28.63000,70.95703,100849.80469,,,,
2019-11-08 03:32:43 -02,2349,28.63000,70.87695,100849.46875,,,,
2019-11-08 03:33:04 -02,2350,28.63000,70.86426,100850.73437,,,,
2019-11-08 03:33:25 -02,2351,28.63000,70.94531,100848.95312,,,,
2019-11-08 03:33:45 -02,2352,28.63000,70.95508,100853.53125,,,,
2019-11-08 03:34:06 -02,2353,28.63000,70.95508,100850.99219,,,,
2019-11-08 03:34:27 -02,2354,28.63000,70.92090,100850.31250,,,,
2019-11-08 03:34:48 -02,2355,28.63000,70.93262,100850.65625,,,,
2019-11-08 03:35:08 -02,2356,28.63000,70.93262,100846.42187,,,,
2019-11-08 03:35:29 -02,2357,28.63000,70.93262,100847.51562,,,,
2019-11-08 03:35:50 -02,2358,28.63000,70.90918,100848.45312,,,,
2019-11-08 03:36:11 -02,2359,28.63000,70.94434,100849.29687,,,,
2019-11-08 03:36:31 -02,2360,28.62000,70.94238,100846.75000,,,,
2019-11-08 03:36:52 -02,2361,28.62000,70.93066,100845.06250,,,,
2019-11-08 03:37:13 -02,2362,28.62000,70.96582,100848.45312,,,,
2019-11-08 03:37:33 -02,2363,28.62000,70.96582,100846.32812,,,,
2019-11-08 03:37:54 -02,2364,28.62000,70.95410,100847.60156,,,,
2019-11-08 03:38:15 -02,2365,28.62000,70.95410,100847.68750,,,,
2019-11-08 03:38:35 -02,2366,28.62000,70.98828,100845.06250,,,,
2019-11-08 03:38:56 -02,2367,28.62000,70.97656,100846.92187,,,,
2019-11-08 03:39:17 -02,2368,28.63000,70.96582,100844.12500,,,,
2019-11-08 03:39:37 -02,2369,28.63000,70.95508,100844.89062,,,,
2019-11-08 03:39:58 -02,2370,28.62000,71.00000,100847.68750,,,,
2019-11-08 03:40:19 -02,2371,28.62000,70.98828,100846.75000,,,,
2019-11-08 03:40:39 -02,2372,28.62000,71.01172,100845.40625,,,,
2019-11-08 03:41:00 -02,2373,28.63000,71.00098,100845.56250,,,,
2019-11-08 03:41:21 -02,2374,28.62000,71.02246,100845.40625,,,,
2019-11-08 03:41:42 -02,2375,28.62000,70.98828,100843.19531,,,,
2019-11-08 03:42:02 -02,2376,28.62000,71.00000,100842.26563,,,,
2019-11-08 03:42:23 -02,2377,28.63000,71.00000,100847.34375,,,,
2019-11-08 03:42:44 -02,2378,28.62000,71.04590,100843.19531,,,,
2019-11-08 03:43:04 -02,2379,28.62000,71.02246,100845.99219,,,,
2019-11-08 03:43:25 -02,2380,28.62000,71.04590,100844.81250,,,,
2019-11-08 03:43:46 -02,2381,28.62000,71.05762,100843.96094,,,,
2019-11-08 03:44:06 -02,2382,28.62000,71.05762,100844.04687,,,,
2019-11-08 03:44:27 -02,2383,28.62000,71.03418,100845.06250,,,,
2019-11-08 03:44:47 -02,2384,28.61000,71.04395,100845.74219,,,,
2019-11-08 03:45:08 -02,2385,28.62000,71.03418,100847.51562,,,,
2019-11-08 03:45:29 -02,2386,28.61000,70.99805,100846.42187,,,,
2019-11-08 03:45:50 -02,2387,28.61000,71.00977,100841.07812,,,,
2019-11-08 03:46:10 -02,2388,28.62000,71.05762,100847.68750,,,,
2019-11-08 03:46:31 -02,2389,28.62000,71.05762,100846.33594,,,,
2019-11-08 03:46:52 -02,2390,28.61000,71.05566,100847.09375,,,,
2019-11-08 03:47:12 -02,2391,28.62000,71.05762,100845.14844,,,,
2019-11-08 03:47:33 -02,2392,28.61000,70.99805,100843.20312,,,,
2019-11-08 03:47:54 -02,2393,28.61000,70.97559,100844.98438,,,,
2019-11-08 03:48:14 -02,2394,28.62000,70.98828,100849.12500,,,,
2019-11-08 03:48:35 -02,2395,28.61000,70.99805,100846.42187,,,,
2019-11-08 03:48:56 -02,2396,28.61000,71.02148,100845.91406,,,,
2019-11-08 03:49:16 -02,2397,28.61000,71.00977,100848.79687,,,,
2019-11-08 03:49:37 -02,2398,28.61000,71.02148,100846.75781,,,,
2019-11-08 03:49:58 -02,2399,28.61000,71.05566,100844.81250,,,,
2019-11-08 03:50:18 -02,2400,28.61000,71.06738,100848.20313,,,,
2019-11-08 03:50:39 -02,2401,28.61000,71.07910,100846.59375,,,,
2019-11-08 03:51:00 -02,2402,28.61000,71.06641,100845.35156,,,,
2019-11-08 03:51:20 -02,2403,28.61000,71.06738,100849.21875,,,,
2019-11-08 03:51:41 -02,2404,28.61000,71.00977,100848.45312,,,,
2019-11-08 03:52:02 -02,2405,28.61000,70.98730,100844.21875,,,,
2019-11-08 03:52:23 -02,2406,28.61000,71.03125,100843.32031,,,,
2019-11-08 03:52:43 -02,2407,28.61000,71.05566,100843.37500,,,,
2019-11-08 03:53:04 -02,2408,28.61000,71.07910,100844.13281,,,,
2019-11-08 03:53:25 -02,2409,28.61000,71.05566,100844.72656,,,,
2019-11-08 03:53:45 -02,2410,28.61000,71.07910,100845.15625,,,,
2019-11-08 03:54:06 -02,2411,28.60000,71.05469,100842.39063,,,,
2019-11-08 03:54:26 -02,2412,28.61000,71.06738,100844.13281,,,,
2019-11-08 03:54:47 -02,2413,28.61000,71.04395,100846.07812,,,,
2019-11-08 03:55:08 -02,2414,28.60000,71.07715,100843.57813,,,,
2019-11-08 03:55:29 -02,2415,28.60000,71.07715,100844.50781,,,,
2019-11-08 03:55:49 -02,2416,28.60000,71.08887,100844.07813,,,,
2019-11-08 03:56:10 -02,2417,28.60000,71.08887,100845.69531,,,,
2019-11-08 03:56:31 -02,2418,28.60000,71.11035,100841.79687,,,,
2019-11-08 03:56:51 -02,2419,28.59000,71.08789,100842.73437,,,,
2019-11-08 03:57:12 -02,2420,28.60000,71.08789,100845.27344,,,,
2019-11-08 03:57:33 -02,2421,28.60000,71.06641,100844.25000,,,,
2019-11-08 03:57:53 -02,2422,28.60000,71.06641,100844.42188,,,,
2019-11-08 03:58:14 -02,2423,28.60000,71.05469,100845.78125,,,,
2019-11-08 03:58:35 -02,2424,28.61000,70.99707,100844.17187,,,,
2019-11-08 03:58:56 -02,2425,28.60000,70.95117,100845.01562,,,,
2019-11-08 03:59:16 -02,2426,28.60000,71.03125,100842.98437,,,,
2019-11-08 03:59:37 -02,2427,28.60000,71.02051,100846.37500,,,,
2019-11-08 03:59:57 -02,2428,28.60000,71.06445,100846.96875,,,,
2019-11-08 04:00:18 -02,2429,28.60000,71.03027,100846.79688,,,,
2019-11-08 04:00:39 -02,2430,28.59000,71.06445,100846.03906,,,,
2019-11-08 04:00:59 -02,2431,28.60000,71.04297,100846.03125,,,,
2019-11-08 04:01:20 -02,2432,28.60000,71.05273,100846.11719,,,,
2019-11-08 04:01:41 -02,2433,28.60000,71.02051,100848.14844,,,,
2019-11-08 04:02:01 -02,2434,28.60000,70.98535,100848.75000,,,,
2019-11-08 04:02:22 -02,2435,28.60000,71.03027,100847.81250,,,,
2019-11-08 04:02:43 -02,2436,28.60000,71.04199,100850.69531,,,,
2019-11-08 04:03:03 -02,2437,28.60000,71.04199,100850.52344,,,,
2019-11-08 04:03:24 -02,2438,28.60000,71.06445,100849.84375,,,,
2019-11-08 04:03:45 -02,2439,28.60000,71.05469,100851.96875,,,,
2019-11-08 04:04:06 -02,2440,28.60000,71.02051,100853.06250,,,,
2019-11-08 04:04:26 -02,2441,28.60000,71.03027,100853.40625,,,,
2019-11-08 04:04:47 -02,2442,28.60000,71.04297,100852.89063,,,,
2019-11-08 04:05:08 -02,2443,28.60000,71.05469,100849.93750,,,,
2019-11-08 04:05:28 -02,2444,28.60000,71.04297,100854.67187,,,,
2019-11-08 04:05:49 -02,2445,28.60000,71.06641,100854.42188,,,,
2019-11-08 04:06:10 -02,2446,28.60000,71.06445,100855.43750,,,,
2019-11-08 04:06:30 -02,2447,28.60000,71.03027,100851.54687,,,,
2019-11-08 04:06:51 -02,2448,28.60000,71.06641,100853.65625,,,,
2019-11-08 04:07:12 -02,2449,28.60000,71.05273,100854.25000,,,,
2019-11-08 04:07:32 -02,2450,28.60000,71.07715,100856.71094,,,,
2019-11-08 04:07:53 -02,2451,28.60000,71.08789,100852.98437,,,,
2019-11-08 04:08:14 -02,2452,28.59000,71.06445,100852.98437,,,,
2019-11-08 04:08:34 -02,2453,28.59000,71.04199,100851.88281,,,,
2019-11-08 04:08:55 -02,2454,28.59000,71.05273,100850.95312,,,,
2019-11-08 04:09:16 -02,2455,28.60000,71.05273,100854.00000,,,,
2019-11-08 04:09:36 -02,2456,28.60000,71.05273,100852.98437,,,,
2019-11-08 04:09:57 -02,2457,28.60000,71.06445,100853.32812,,,,
2019-11-08 04:10:17 -02,2458,28.60000,71.06445,100853.82812,,,,
2019-11-08 04:10:38 -02,2459,28.60000,71.06445,100854.76562,,,,
2019-11-08 04:10:59 -02,2460,28.60000,71.06445,100852.89844,,,,
2019-11-08 04:11:19 -02,2461,28.60000,71.06445,100855.26563,,,,
2019-11-08 04:11:40 -02,2462,28.60000,71.03027,100855.60937,,,,
2019-11-08 04:12:01 -02,2463,28.60000,71.06445,100854.92969,,,,
2019-11-08 04:12:22 -02,2464,28.60000,71.04199,100856.96875,,,,
2019-11-08 04:12:42 -02,2465,28.59000,71.05273,100851.79687,,,,
2019-11-08 04:13:03 -02,2466,28.60000,71.04199,100855.70312,,,,
2019-11-08 04:13:24 -02,2467,28.59000,71.05273,100853.91406,,,,
2019-11-08 04:13:44 -02,2468,28.60000,71.03027,100856.37500,,,,
2019-11-08 04:14:05 -02,2469,28.59000,70.98437,100854.85156,,,,
2019-11-08 04:14:26 -02,2470,28.59000,71.07617,100856.96875,,,,
2019-11-08 04:14:46 -02,2471,28.59000,71.05273,100854.93750,,,,
2019-11-08 04:15:07 -02,2472,28.58000,71.12012,100854.51562,,,,
2019-11-08 04:15:28 -02,2473,28.58000,71.04980,100859.76562,,,,
2019-11-08 04:15:48 -02,2474,28.58000,71.05176,100855.10937,,,,
2019-11-08 04:16:09 -02,2475,28.58000,71.08594,100856.12500,,,,
2019-11-08 04:16:30 -02,2476,28.59000,71.07617,100858.40625,,,,
2019-11-08 04:16:50 -02,2477,28.59000,71.07617,100859.00000,,,,
2019-11-08 04:17:11 -02,2478,28.59000,71.07422,100860.95312,,,,
2019-11-08 04:17:32 -02,2479,28.58000,71.07422,100856.46875,,,,
2019-11-08 04:17:52 -02,2480,28.59000,71.07617,100859.67969,,,,
2019-11-08 04:18:13 -02,2481,28.59000,71.08789,100862.64844,,,,
2019-11-08 04:18:34 -02,2482,28.58000,71.09766,100859.51562,,,,
2019-11-08 04:18:54 -02,2483,28.59000,71.08594,100860.10937,,,,
2019-11-08 04:19:15 -02,2484,28.59000,71.07422,100862.81250,,,,
2019-11-08 04:19:36 -02,2485,28.58000,71.09766,100859.00000,,,,
2019-11-08 04:19:57 -02,2486,28.59000,71.06348,100861.12500,,,,
2019-11-08 04:20:17 -02,2487,28.58000,71.06348,100860.35937,,,,
2019-11-08 04:20:38 -02,2488,28.59000,71.05176,100859.09375,,,,
2019-11-08 04:20:59 -02,2489,28.58000,71.07422,100860.53125,,,,
2019-11-08 04:21:19 -02,2490,28.58000,71.09766,100858.66406,,,,
2019-11-08 04:21:40 -02,2491,28.58000,71.07422,100858.82813,,,,
2019-11-08 04:22:01 -02,2492,28.58000,71.07422,100860.18750,,,,
2019-11-08 04:22:22 -02,2493,28.59000,71.07422,100860.27344,,,,
2019-11-08 04:22:42 -02,2494,28.58000,71.09570,100854.42969,,,,
2019-11-08 04:23:03 -02,2495,28.58000,71.06348,100856.96875,,,,
2019-11-08 04:23:24 -02,2496,28.58000,71.07422,100855.35937,,,,
2019-11-08 04:23:44 -02,2497,28.58000,71.09766,100857.73437,,,,
2019-11-08 04:24:05 -02,2498,28.57000,71.08496,100857.60156,,,,
2019-11-08 04:24:26 -02,2499,28.58000,71.07324,100856.21094,,,,
2019-11-08 04:24:46 -02,2500,28.58000,71.07422,100855.70312,,,,
2019-11-08 04:25:07 -02,2501,28.58000,71.10742,100856.21094,,,,
2019-11-08 04:25:27 -02,2502,28.58000,71.07324,100856.54687,,,,
2019-11-08 04:25:48 -02,2503,28.57000,71.08496,100855.82813,,,,
2019-11-08 04:26:09 -02,2504,28.57000,71.09570,100858.10937,,,,
2019-11-08 04:26:30 -02,2505,28.57000,71.10742,100855.98437,,,,
2019-11-08 04:26:50 -02,2506,28.58000,71.08496,100858.32812,,,,
2019-11-08 04:27:11 -02,2507,28.57000,71.08496,100856.67188,,,,
2019-11-08 04:27:32 -02,2508,28.57000,71.08496,100857.68750,,,,
2019-11-08 04:27:52 -02,2509,28.56000,71.12891,100853.96094,,,,
2019-11-08 04:28:13 -02,2510,28.57000,71.11914,100856.92187,,,,
2019-11-08 04:28:34 -02,2511,28.58000,71.10742,100856.89062,,,,
2019-11-08 04:28:54 -02,2512,28.57000,71.09570,100859.12500,,,,
2019-11-08 04:29:15 -02,2513,28.57000,71.12988,100858.87500,,,,
2019-11-08 04:29:36 -02,2514,28.57000,71.12988,100860.14062,,,,
2019-11-08 04:29:56 -02,2515,28.56000,71.08301,100857.51563,,,,
2019-11-08 04:30:17 -02,2516,28.57000,71.10645,100860.31250,,,,
2019-11-08 04:30:38 -02,2517,28.57000,71.11914,100861.25000,,,,
2019-11-08 04:30:58 -02,2518,28.57000,71.11914,100859.71875,,,,
2019-11-08 04:31:19 -02,2519,28.58000,71.10742,100858.92187,,,,
2019-11-08 04:31:40 -02,2520,28.57000,71.11914,100861.15625,,,,
2019-11-08 04:32:01 -02,2521,28.57000,71.11914,100859.63281,,,,
2019-11-08 04:32:21 -02,2522,28.57000,71.11914,100861.92188,,,,
2019-11-08 04:32:42 -02,2523,28.57000,71.11914,100859.63281,,,,
2019-11-08 04:33:03 -02,2524,28.57000,71.10742,100857.34375,,,,
2019-11-08 04:33:23 -02,2525,28.56000,71.12891,100858.19531,,,,
2019-11-08 04:33:44 -02,2526,28.57000,71.10742,100859.12500,,,,
2019-11-08 04:34:05 -02,2527,28.57000,71.15332,100859.54687,,,,
2019-11-08 04:34:25 -02,2528,28.57000,71.12988,100862.59375,,,,
2019-11-08 04:34:46 -02,2529,28.57000,71.11914,100859.46875,,,,
2019-11-08 04:35:07 -02,2530,28.57000,71.11914,100859.12500,,,,
2019-11-08 04:35:27 -02,2531,28.57000,71.15332,100857.76562,,,,
2019-11-08 04:35:48 -02,2532,28.57000,71.12988,100859.71875,,,,
2019-11-08 04:36:09 -02,2533,28.57000,71.12988,100860.31250,,,,
2019-11-08 04:36:29 -02,2534,28.57000,71.14160,100862.51562,,,,
2019-11-08 04:36:50 -02,2535,28.56000,71.14062,100859.38281,,,,
2019-11-08 04:37:11 -02,2536,28.57000,71.15332,100859.54687,,,,
2019-11-08 04:37:32 -02,2537,28.57000,71.14160,100860.31250,,,,
2019-11-08 04:37:52 -02,2538,28.57000,71.15137,100860.65625,,,,
2019-11-08 04:38:13 -02,2539,28.56000,71.14062,100860.39844,,,,
2019-11-08 04:38:34 -02,2540,28.57000,71.12891,100864.38281,,,,
2019-11-08 04:38:55 -02,2541,28.57000,71.17480,100864.71875,,,,
2019-11-08 04:39:15 -02,2542,28.57000,71.14160,100863.45313,,,,
2019-11-08 04:39:36 -02,2543,28.57000,71.14062,100861.32812,,,,
2019-11-08 04:39:56 -02,2544,28.57000,71.11914,100863.53125,,,,
2019-11-08 04:40:17 -02,2545,28.57000,71.12988,100865.22656,,,,
2019-11-08 04:40:38 -02,2546,28.57000,71.10742,100866.32813,,,,
2019-11-08 04:40:58 -02,2547,28.57000,71.12988,100867.93750,,,,
2019-11-08 04:41:19 -02,2548,28.57000,71.11914,100867.17187,,,,
2019-11-08 04:41:40 -02,2549,28.58000,71.09570,100866.54687,,,,
2019-11-08 04:42:00 -02,2550,28.57000,71.08496,100870.22656,,,,
2019-11-08 04:42:21 -02,2551,28.56000,71.11719,100868.03125,,,,
2019-11-08 04:42:42 -02,2552,28.57000,71.15137,100866.24219,,,,
2019-11-08 04:43:03 -02,2553,28.57000,71.14062,100869.12500,,,,
2019-11-08 04:43:23 -02,2554,28.57000,71.14062,100867.43750,,,,
2019-11-08 04:43:44 -02,2555,28.56000,71.14062,100868.19531,,,,
2019-11-08 04:44:05 -02,2556,28.57000,71.15332,100870.90625,,,,
2019-11-08 04:44:25 -02,2557,28.57000,71.11719,100868.28125,,,,
2019-11-08 04:44:46 -02,2558,28.56000,71.14062,100867.34375,,,,
2019-11-08 04:45:07 -02,2559,28.56000,71.16309,100863.95312,,,,
2019-11-08 04:45:27 -02,2560,28.56000,71.17480,100867.17969,,,,
2019-11-08 04:45:48 -02,2561,28.57000,71.16504,100867.09375,,,,
2019-11-08 04:46:09 -02,2562,28.57000,71.18750,100867.68750,,,,
2019-11-08 04:46:30 -02,2563,28.56000,71.15137,100867.68750,,,,
2019-11-08 04:46:50 -02,2564,28.57000,71.15137,100868.10937,,,,
2019-11-08 04:47:11 -02,2565,28.56000,71.12891,100865.31250,,,,
2019-11-08 04:47:32 -02,2566,28.56000,71.14062,100866.67188,,,,
2019-11-08 04:47:52 -02,2567,28.57000,71.15137,100864.21094,,,,
2019-11-08 04:48:13 -02,2568,28.57000,71.17480,100866.57812,,,,
2019-11-08 04:48:34 -02,2569,28.57000,71.16504,100869.54688,,,,
2019-11-08 04:48:54 -02,2570,28.57000,71.15332,100869.54688,,,,
2019-11-08 04:49:15 -02,2571,28.57000,71.15332,100869.46875,,,,
2019-11-08 04:49:36 -02,2572,28.57000,71.15332,100869.12500,,,,
2019-11-08 04:49:56 -02,2573,28.58000,71.14160,100869.42969,,,,
2019-11-08 04:50:17 -02,2574,28.57000,71.12988,100871.41406,,,,
2019-11-08 04:50:38 -02,2575,28.57000,71.12988,100868.35937,,,,
2019-11-08 04:50:58 -02,2576,28.57000,71.17578,100869.21094,,,,
2019-11-08 04:51:19 -02,2577,28.57000,71.17578,100868.87500,,,,
2019-11-08 04:51:40 -02,2578,28.57000,71.17578,100869.63281,,,,
2019-11-08 04:52:00 -02,2579,28.58000,71.16504,100866.89062,,,,
2019-11-08 04:52:21 -02,2580,28.57000,71.15332,100869.04688,,,,
2019-11-08 04:52:42 -02,2581,28.57000,71.18750,100864.64063,,,,
2019-11-08 04:53:02 -02,2582,28.57000,71.17578,100865.48438,,,,
2019-11-08 04:53:23 -02,2583,28.57000,71.17578,100864.96875,,,,
2019-11-08 04:53:44 -02,2584,28.58000,71.22168,100864.68750,,,,
2019-11-08 04:54:04 -02,2585,28.57000,71.10742,100864.21094,,,,
2019-11-08 04:54:25 -02,2586,28.57000,71.16504,100863.18750,,,,
2019-11-08 04:54:46 -02,2587,28.56000,71.15137,100861.50000,,,,
2019-11-08 04:55:06 -02,2588,28.56000,71.18652,100860.90625,,,,
2019-11-08 04:55:27 -02,2589,28.57000,71.17578,100862.42969,,,,
2019-11-08 04:55:48 -02,2590,28.57000,71.18652,100866.07812,,,,
2019-11-08 04:56:08 -02,2591,28.57000,71.18750,100860.06250,,,,
2019-11-08 04:56:29 -02,2592,28.57000,71.17480,100859.46875,,,,
2019-11-08 04:56:50 -02,2593,28.57000,71.14160,100860.82031,,,,
2019-11-08 04:57:11 -02,2594,28.57000,71.17578,100862.26563,,,,
2019-11-08 04:57:31 -02,2595,28.57000,71.16309,100858.45312,,,,
2019-11-08 04:57:52 -02,2596,28.56000,71.16309,100861.07813,,,,
2019-11-08 04:58:13 -02,2597,28.57000,71.15332,100861.57812,,,,
2019-11-08 04:58:33 -02,2598,28.57000,71.11914,100863.02344,,,,
2019-11-08 04:58:54 -02,2599,28.57000,71.14160,100863.87500,,,,
2019-11-08 04:59:15 -02,2600,28.57000,71.12988,100862.59375,,,,
2019-11-08 04:59:35 -02,2601,28.58000,71.14160,100862.99219,,,,
2019-11-08 04:59:56 -02,2602,28.57000,71.12988,100863.10938,,,,
2019-11-08 05:00:17 -02,2603,28.57000,71.11914,100864.21094,,,,
2019-11-08 05:00:37 -02,2604,28.57000,71.14160,100863.02344,,,,
2019-11-08 05:00:58 -02,2605,28.57000,71.12988,100863.78906,,,,
2019-11-08 05:01:19 -02,2606,28.57000,71.11914,100865.82031,,,,
2019-11-08 05:01:39 -02,2607,28.58000,71.10742,100866.04688,,,,
2019-11-08 05:02:00 -02,2608,28.58000,71.10840,100866.37500,,,,
2019-11-08 05:02:21 -02,2609,28.57000,71.14160,100866.07812,,,,
2019-11-08 05:02:41 -02,2610,28.57000,71.14160,100867.76562,,,,
2019-11-08 05:03:02 -02,2611,28.58000,71.14160,100869.85156,,,,
2019-11-08 05:03:23 -02,2612,28.57000,71.11914,100866.50000,,,,
2019-11-08 05:03:43 -02,2613,28.57000,71.14160,100870.39062,,,,
2019-11-08 05:04:04 -02,2614,28.57000,71.14062,100868.78906,,,,
2019-11-08 05:04:25 -02,2615,28.57000,71.12988,100868.78906,,,,
2019-11-08 05:04:45 -02,2616,28.57000,71.12988,100867.26562,,,,
2019-11-08 05:05:06 -02,2617,28.57000,71.11914,100870.22656,,,,
2019-11-08 05:05:27 -02,2618,28.57000,71.12891,100867.26562,,,,
2019-11-08 05:05:47 -02,2619,28.57000,71.12891,100868.10937,,,,
2019-11-08 05:06:08 -02,2620,28.56000,71.18457,100870.14062,,,,
2019-11-08 05:06:29 -02,2621,28.57000,71.19727,100869.29687,,,,
2019-11-08 05:06:50 -02,2622,28.56000,71.17383,100867.51563,,,,
2019-11-08 05:07:10 -02,2623,28.56000,71.19629,100868.03125,,,,
2019-11-08 05:07:31 -02,2624,28.56000,71.19629,100867.43750,,,,
2019-11-08 05:07:52 -02,2625,28.56000,71.18457,100869.21875,,,,
2019-11-08 05:08:12 -02,2626,28.55000,71.19531,100869.21875,,,,
2019-11-08 05:08:33 -02,2627,28.56000,71.19629,100868.10937,,,,
2019-11-08 05:08:54 -02,2628,28.55000,71.19531,100868.53906,,,,
2019-11-08 05:09:14 -02,2629,28.55000,71.21777,100865.73437,,,,
2019-11-08 05:09:35 -02,2630,28.56000,71.25391,100867.60156,,,,
2019-11-08 05:09:56 -02,2631,28.56000,71.23047,100868.10937,,,,
2019-11-08 05:10:16 -02,2632,28.56000,71.19629,100868.28125,,,,
2019-11-08 05:10:37 -02,2633,28.56000,71.21973,100867.26562,,,,
2019-11-08 05:10:58 -02,2634,28.56000,71.20801,100865.48438,,,,
2019-11-08 05:11:18 -02,2635,28.56000,71.21973,100865.90625,,,,
2019-11-08 05:11:39 -02,2636,28.56000,71.23242,100868.95312,,,,
2019-11-08 05:12:00 -02,2637,28.56000,71.19727,100867.51563,,,,
2019-11-08 05:12:21 -02,2638,28.56000,71.23047,100865.31250,,,,
2019-11-08 05:12:41 -02,2639,28.56000,71.23242,100869.80469,,,,
2019-11-08 05:13:02 -02,2640,28.56000,71.20898,100864.38281,,,,
2019-11-08 05:13:23 -02,2641,28.56000,71.20801,100866.67188,,,,
2019-11-08 05:13:43 -02,2642,28.56000,71.20801,100869.12500,,,,
2019-11-08 05:14:04 -02,2643,28.56000,71.21973,100869.81250,,,,
2019-11-08 05:14:25 -02,2644,28.56000,71.24219,100865.57031,,,,
2019-11-08 05:14:45 -02,2645,28.55000,71.25195,100867.94531,,,,
2019-11-08 05:15:06 -02,2646,28.55000,71.21777,100866.75781,,,,
2019-11-08 05:15:27 -02,2647,28.55000,71.24121,100866.75781,,,,
2019-11-08 05:15:47 -02,2648,28.56000,71.27637,100868.62500,,,,
2019-11-08 05:16:08 -02,2649,28.56000,71.24219,100870.57031,,,,
2019-11-08 05:16:29 -02,2650,28.55000,71.21777,100866.33594,,,,
2019-11-08 05:16:50 -02,2651,28.55000,71.25195,100872.01562,,,,
2019-11-08 05:17:10 -02,2652,28.55000,71.22949,100871.07813,,,,
2019-11-08 05:17:31 -02,2653,28.55000,71.22949,100872.94531,,,,
2019-11-08 05:17:52 -02,2654,28.56000,71.21973,100873.03125,,,,
2019-11-08 05:18:12 -02,2655,28.55000,71.20605,100870.90625,,,,
2019-11-08 05:18:33 -02,2656,28.55000,71.20605,100871.92969,,,,
2019-11-08 05:18:54 -02,2657,28.55000,71.19531,100873.10938,,,,
2019-11-08 05:19:14 -02,2658,28.55000,71.19531,100873.96094,,,,
2019-11-08 05:19:35 -02,2659,28.55000,71.20605,100880.57031,,,,
2019-11-08 05:19:56 -02,2660,28.55000,71.20605,100880.14844,,,,
2019-11-08 05:20:16 -02,2661,28.55000,71.21777,100879.46875,,,,
2019-11-08 05:20:37 -02,2662,28.54000,71.19531,100881.00000,,,,
2019-11-08 05:20:57 -02,2663,28.55000,71.19531,100879.38281,,,,
2019-11-08 05:21:18 -02,2664,28.55000,71.20605,100880.90625,,,,
2019-11-08 05:21:39 -02,2665,28.55000,71.19531,100884.89062,,,,
2019-11-08 05:22:00 -02,2666,28.54000,71.20605,100883.20312,,,,
2019-11-08 05:22:20 -02,2667,28.55000,71.19531,100888.19531,,,,
2019-11-08 05:22:41 -02,2668,28.54000,71.19531,100886.92187,,,,
2019-11-08 05:23:02 -02,2669,28.55000,71.19531,100888.87500,,,,
2019-11-08 05:23:22 -02,2670,28.55000,71.20605,100886.00000,,,,
2019-11-08 05:23:43 -02,2671,28.55000,71.25195,100886.50000,,,,
